country,year,di_state,no_RandR
Egypt,1976,No Explicit DI,Data Available
Egypt,1977,No Explicit DI,Data Available
Egypt,1978,No Explicit DI,Data Available
Egypt,1979,No Explicit DI,Data Available
Egypt,1980,No Explicit DI,Data Available
Egypt,1981,No Explicit DI,Data Available
Egypt,1982,No Explicit DI,Data Available
Egypt,1983,No Explicit DI,Data Available
Egypt,1984,No Explicit DI,Data Available
Egypt,1985,No Explicit DI,Data Available
Egypt,1986,No Explicit DI,Data Available
Egypt,1987,No Explicit DI,Data Available
Egypt,1988,No Explicit DI,Data Available
Egypt,1989,No Explicit DI,Data Available
Egypt,1990,No Explicit DI,Data Available
Egypt,1991,No Explicit DI,Data Available
Egypt,1992,No Explicit DI,Data Available
Egypt,1993,No Explicit DI,Data Available
Egypt,1994,No Explicit DI,Data Available
Egypt,1995,No Explicit DI,Data Available
Egypt,1996,No Explicit DI,Data Available
Egypt,1997,No Explicit DI,Data Available
Egypt,1998,No Explicit DI,Data Available
Egypt,1999,No Explicit DI,Data Available
Egypt,2000,No Explicit DI,Data Available
Egypt,2001,No Explicit DI,Data Available
Egypt,2002,No Explicit DI,Data Available
Egypt,2003,No Explicit DI,Data Available
Egypt,2004,No Explicit DI,Data Available
Egypt,2005,No Explicit DI,Data Available
Egypt,2006,No Explicit DI,Data Available
Egypt,2007,No Explicit DI,Data Available
El Salvador,1970,No Explicit DI,Data Available
El Salvador,1971,No Explicit DI,Data Available
El Salvador,1972,No Explicit DI,Data Available
El Salvador,1973,No Explicit DI,Data Available
El Salvador,1974,No Explicit DI,Data Available
El Salvador,1975,No Explicit DI,Data Available
El Salvador,1976,No Explicit DI,Data Available
El Salvador,1977,No Explicit DI,Data Available
El Salvador,1978,No Explicit DI,Data Available
El Salvador,1979,No Explicit DI,Data Available
El Salvador,1980,No Explicit DI,Data Available
El Salvador,1981,No Explicit DI,Data Available
El Salvador,1982,No Explicit DI,Data Available
El Salvador,1983,No Explicit DI,Data Available
El Salvador,1984,No Explicit DI,Data Available
El Salvador,1985,No Explicit DI,Data Available
El Salvador,1986,No Explicit DI,Data Available
El Salvador,1987,No Explicit DI,Data Available
El Salvador,1988,No Explicit DI,Data Available
El Salvador,1989,No Explicit DI,Data Available
El Salvador,1990,No Explicit DI,Data Available
El Salvador,1991,No Explicit DI,Data Available
El Salvador,1992,No Explicit DI,Data Available
El Salvador,1993,No Explicit DI,Data Available
El Salvador,1994,No Explicit DI,Data Available
El Salvador,1995,No Explicit DI,Data Available
El Salvador,1996,No Explicit DI,Data Available
El Salvador,1997,No Explicit DI,Data Available
El Salvador,1998,No Explicit DI,Data Available
El Salvador,1999,Ministry of Finance,Data Available
El Salvador,2000,Ministry of Finance,Data Available
El Salvador,2001,Ministry of Finance,Data Available
El Salvador,2002,Ministry of Finance,Data Available
El Salvador,2003,Ministry of Finance,Data Available
El Salvador,2004,Ministry of Finance,Data Available
El Salvador,2005,Ministry of Finance,Data Available
El Salvador,2006,Ministry of Finance,Data Available
El Salvador,2007,Ministry of Finance,Data Available
Equatorial Guinea,1970,No Explicit DI,No Crisis Data
Equatorial Guinea,1971,No Explicit DI,No Crisis Data
Equatorial Guinea,1972,No Explicit DI,No Crisis Data
Equatorial Guinea,1973,No Explicit DI,No Crisis Data
Equatorial Guinea,1974,No Explicit DI,No Crisis Data
Equatorial Guinea,1975,No Explicit DI,No Crisis Data
Equatorial Guinea,1976,No Explicit DI,No Crisis Data
Equatorial Guinea,1977,No Explicit DI,No Crisis Data
Equatorial Guinea,1978,No Explicit DI,No Crisis Data
Equatorial Guinea,1979,No Explicit DI,No Crisis Data
Equatorial Guinea,1980,No Explicit DI,No Crisis Data
Equatorial Guinea,1981,No Explicit DI,No Crisis Data
Equatorial Guinea,1982,No Explicit DI,No Crisis Data
Equatorial Guinea,1983,No Explicit DI,No Crisis Data
Equatorial Guinea,1984,No Explicit DI,No Crisis Data
Equatorial Guinea,1985,No Explicit DI,No Crisis Data
Equatorial Guinea,1986,No Explicit DI,No Crisis Data
Equatorial Guinea,1987,No Explicit DI,No Crisis Data
Equatorial Guinea,1988,No Explicit DI,No Crisis Data
Equatorial Guinea,1989,No Explicit DI,No Crisis Data
Equatorial Guinea,1990,No Explicit DI,No Crisis Data
Equatorial Guinea,1991,No Explicit DI,No Crisis Data
Equatorial Guinea,1992,No Explicit DI,No Crisis Data
Equatorial Guinea,1993,No Explicit DI,No Crisis Data
Equatorial Guinea,1994,No Explicit DI,No Crisis Data
Equatorial Guinea,1995,No Explicit DI,No Crisis Data
Equatorial Guinea,1996,No Explicit DI,No Crisis Data
Equatorial Guinea,1997,No Explicit DI,No Crisis Data
Equatorial Guinea,1998,No Explicit DI,No Crisis Data
Equatorial Guinea,1999,No Explicit DI,No Crisis Data
Equatorial Guinea,2000,No Explicit DI,No Crisis Data
Equatorial Guinea,2001,No Explicit DI,No Crisis Data
Equatorial Guinea,2002,No Explicit DI,No Crisis Data
Equatorial Guinea,2003,No Explicit DI,No Crisis Data
Equatorial Guinea,2004,No Explicit DI,No Crisis Data
Equatorial Guinea,2005,No Explicit DI,No Crisis Data
Equatorial Guinea,2006,No Explicit DI,No Crisis Data
Equatorial Guinea,2007,No Explicit DI,No Crisis Data
Eritrea,1993,No Explicit DI,No Crisis Data
Eritrea,1994,No Explicit DI,No Crisis Data
Eritrea,1995,No Explicit DI,No Crisis Data
Eritrea,1996,No Explicit DI,No Crisis Data
Eritrea,1997,No Explicit DI,No Crisis Data
Eritrea,1998,No Explicit DI,No Crisis Data
Eritrea,1999,No Explicit DI,No Crisis Data
Eritrea,2000,No Explicit DI,No Crisis Data
Eritrea,2001,No Explicit DI,No Crisis Data
Eritrea,2002,No Explicit DI,No Crisis Data
Eritrea,2003,No Explicit DI,No Crisis Data
Eritrea,2004,No Explicit DI,No Crisis Data
Eritrea,2005,No Explicit DI,No Crisis Data
Eritrea,2006,No Explicit DI,No Crisis Data
Eritrea,2007,No Explicit DI,No Crisis Data
Estonia,1991,No Explicit DI,No Crisis Data
Estonia,1992,No Explicit DI,No Crisis Data
Estonia,1993,No Explicit DI,No Crisis Data
Estonia,1994,No Explicit DI,No Crisis Data
Estonia,1995,No Explicit DI,No Crisis Data
Estonia,1996,No Explicit DI,No Crisis Data
Estonia,1997,No Explicit DI,No Crisis Data
Estonia,1998,Special./Indp.,No Crisis Data
Estonia,1999,Special./Indp.,No Crisis Data
Estonia,2000,Special./Indp.,No Crisis Data
Estonia,2001,Special./Indp.,No Crisis Data
Estonia,2002,Special./Indp.,No Crisis Data
Estonia,2003,Special./Indp.,No Crisis Data
Estonia,2004,Special./Indp.,No Crisis Data
Estonia,2005,Special./Indp.,No Crisis Data
Estonia,2006,Special./Indp.,No Crisis Data
Estonia,2007,Special./Indp.,No Crisis Data
Ethiopia,1970,No Explicit DI,No Crisis Data
Ethiopia,1971,No Explicit DI,No Crisis Data
Ethiopia,1972,No Explicit DI,No Crisis Data
Ethiopia,1973,No Explicit DI,No Crisis Data
Ethiopia,1974,No Explicit DI,No Crisis Data
Ethiopia,1975,No Explicit DI,No Crisis Data
Ethiopia,1976,No Explicit DI,No Crisis Data
Ethiopia,1977,No Explicit DI,No Crisis Data
Ethiopia,1978,No Explicit DI,No Crisis Data
Ethiopia,1979,No Explicit DI,No Crisis Data
Ethiopia,1980,No Explicit DI,No Crisis Data
Ethiopia,1981,No Explicit DI,No Crisis Data
Ethiopia,1982,No Explicit DI,No Crisis Data
Ethiopia,1983,No Explicit DI,No Crisis Data
Ethiopia,1984,No Explicit DI,No Crisis Data
Ethiopia,1985,No Explicit DI,No Crisis Data
Ethiopia,1986,No Explicit DI,No Crisis Data
Ethiopia,1987,No Explicit DI,No Crisis Data
Ethiopia,1988,No Explicit DI,No Crisis Data
Ethiopia,1989,No Explicit DI,No Crisis Data
Ethiopia,1990,No Explicit DI,No Crisis Data
Ethiopia,1991,No Explicit DI,No Crisis Data
Ethiopia,1992,No Explicit DI,No Crisis Data
Ethiopia,1993,No Explicit DI,No Crisis Data
Ethiopia,1994,No Explicit DI,No Crisis Data
Ethiopia,1995,No Explicit DI,No Crisis Data
Ethiopia,1996,No Explicit DI,No Crisis Data
Ethiopia,1997,No Explicit DI,No Crisis Data
Ethiopia,1998,No Explicit DI,No Crisis Data
Ethiopia,1999,No Explicit DI,No Crisis Data
Ethiopia,2000,No Explicit DI,No Crisis Data
Ethiopia,2001,No Explicit DI,No Crisis Data
Ethiopia,2002,No Explicit DI,No Crisis Data
Ethiopia,2003,No Explicit DI,No Crisis Data
Ethiopia,2004,No Explicit DI,No Crisis Data
Ethiopia,2005,No Explicit DI,No Crisis Data
Ethiopia,2006,No Explicit DI,No Crisis Data
Ethiopia,2007,No Explicit DI,No Crisis Data
Fiji,1970,No Explicit DI,No Crisis Data
Fiji,1971,No Explicit DI,No Crisis Data
Fiji,1972,No Explicit DI,No Crisis Data
Fiji,1973,No Explicit DI,No Crisis Data
Fiji,1974,No Explicit DI,No Crisis Data
Fiji,1975,No Explicit DI,No Crisis Data
Fiji,1976,No Explicit DI,No Crisis Data
Fiji,1977,No Explicit DI,No Crisis Data
Fiji,1978,No Explicit DI,No Crisis Data
Fiji,1979,No Explicit DI,No Crisis Data
Fiji,1980,No Explicit DI,No Crisis Data
Fiji,1981,No Explicit DI,No Crisis Data
Fiji,1982,No Explicit DI,No Crisis Data
Fiji,1983,No Explicit DI,No Crisis Data
Fiji,1984,No Explicit DI,No Crisis Data
Fiji,1985,No Explicit DI,No Crisis Data
Fiji,1986,No Explicit DI,No Crisis Data
Fiji,1987,No Explicit DI,No Crisis Data
Fiji,1988,No Explicit DI,No Crisis Data
Fiji,1989,No Explicit DI,No Crisis Data
Fiji,1990,No Explicit DI,No Crisis Data
Fiji,1991,No Explicit DI,No Crisis Data
Fiji,1992,No Explicit DI,No Crisis Data
Fiji,1993,No Explicit DI,No Crisis Data
Fiji,1994,No Explicit DI,No Crisis Data
Fiji,1995,No Explicit DI,No Crisis Data
Fiji,1996,No Explicit DI,No Crisis Data
Fiji,1997,No Explicit DI,No Crisis Data
Fiji,1998,No Explicit DI,No Crisis Data
Fiji,1999,No Explicit DI,No Crisis Data
Fiji,2000,No Explicit DI,No Crisis Data
Fiji,2001,No Explicit DI,No Crisis Data
Fiji,2002,No Explicit DI,No Crisis Data
Fiji,2003,No Explicit DI,No Crisis Data
Fiji,2004,No Explicit DI,No Crisis Data
Fiji,2005,No Explicit DI,No Crisis Data
Fiji,2006,No Explicit DI,No Crisis Data
Fiji,2007,No Explicit DI,No Crisis Data
Finland,1970,Special./Indp.,Data Available
Finland,1971,Special./Indp.,Data Available
Finland,1972,Special./Indp.,Data Available
Finland,1973,Special./Indp.,Data Available
Finland,1974,Special./Indp.,Data Available
Finland,1975,Special./Indp.,Data Available
Finland,1976,Special./Indp.,Data Available
Finland,1977,Special./Indp.,Data Available
Finland,1978,Special./Indp.,Data Available
Finland,1979,Special./Indp.,Data Available
Finland,1980,Special./Indp.,Data Available
Finland,1981,Special./Indp.,Data Available
Finland,1982,Special./Indp.,Data Available
Finland,1983,Special./Indp.,Data Available
Finland,1984,Special./Indp.,Data Available
Finland,1985,Special./Indp.,Data Available
Finland,1986,Special./Indp.,Data Available
Finland,1987,Special./Indp.,Data Available
Finland,1988,Special./Indp.,Data Available
Finland,1989,Special./Indp.,Data Available
Finland,1990,Special./Indp.,Data Available
Finland,1991,Special./Indp.,Data Available
Finland,1992,Special./Indp.,Data Available
Finland,1993,Special./Indp.,Data Available
Finland,1994,Special./Indp.,Data Available
Finland,1995,Special./Indp.,Data Available
Finland,1996,Special./Indp.,Data Available
Finland,1997,Special./Indp.,Data Available
Finland,1998,Special./Indp.,Data Available
Finland,1999,Special./Indp.,Data Available
Finland,2000,Special./Indp.,Data Available
Finland,2001,Special./Indp.,Data Available
Finland,2002,Special./Indp.,Data Available
Finland,2003,Special./Indp.,Data Available
Finland,2004,Special./Indp.,Data Available
Finland,2005,Special./Indp.,Data Available
Finland,2006,Special./Indp.,Data Available
Finland,2007,Special./Indp.,Data Available
France,1970,No Explicit DI,Data Available
France,1971,No Explicit DI,Data Available
France,1972,No Explicit DI,Data Available
France,1973,No Explicit DI,Data Available
France,1974,No Explicit DI,Data Available
France,1975,No Explicit DI,Data Available
France,1976,No Explicit DI,Data Available
France,1977,No Explicit DI,Data Available
France,1978,No Explicit DI,Data Available
France,1979,No Explicit DI,Data Available
France,1980,Special./Indp.,Data Available
France,1981,Special./Indp.,Data Available
France,1982,Special./Indp.,Data Available
France,1983,Special./Indp.,Data Available
France,1984,Special./Indp.,Data Available
France,1985,Special./Indp.,Data Available
France,1986,Special./Indp.,Data Available
France,1987,Special./Indp.,Data Available
France,1988,Special./Indp.,Data Available
France,1989,Special./Indp.,Data Available
France,1990,Special./Indp.,Data Available
France,1991,Special./Indp.,Data Available
France,1992,Special./Indp.,Data Available
France,1993,Special./Indp.,Data Available
France,1994,Special./Indp.,Data Available
France,1995,Special./Indp.,Data Available
France,1996,Special./Indp.,Data Available
France,1997,Special./Indp.,Data Available
France,1998,Special./Indp.,Data Available
France,1999,Special./Indp.,Data Available
France,2000,Special./Indp.,Data Available
France,2001,Special./Indp.,Data Available
France,2002,Special./Indp.,Data Available
France,2003,Special./Indp.,Data Available
France,2004,Special./Indp.,Data Available
France,2005,Special./Indp.,Data Available
France,2006,Special./Indp.,Data Available
France,2007,Special./Indp.,Data Available
Gabon,1970,No Explicit DI,No Crisis Data
Gabon,1971,No Explicit DI,No Crisis Data
Gabon,1972,No Explicit DI,No Crisis Data
Gabon,1973,No Explicit DI,No Crisis Data
Gabon,1974,No Explicit DI,No Crisis Data
Gabon,1975,No Explicit DI,No Crisis Data
Gabon,1976,No Explicit DI,No Crisis Data
Gabon,1977,No Explicit DI,No Crisis Data
Gabon,1978,No Explicit DI,No Crisis Data
Gabon,1979,No Explicit DI,No Crisis Data
Gabon,1980,No Explicit DI,No Crisis Data
Gabon,1981,No Explicit DI,No Crisis Data
Gabon,1982,No Explicit DI,No Crisis Data
Gabon,1983,No Explicit DI,No Crisis Data
Gabon,1984,No Explicit DI,No Crisis Data
Gabon,1985,No Explicit DI,No Crisis Data
Gabon,1986,No Explicit DI,No Crisis Data
Gabon,1987,No Explicit DI,No Crisis Data
Gabon,1988,No Explicit DI,No Crisis Data
Gabon,1989,No Explicit DI,No Crisis Data
Gabon,1990,No Explicit DI,No Crisis Data
Gabon,1991,No Explicit DI,No Crisis Data
Gabon,1992,No Explicit DI,No Crisis Data
Gabon,1993,No Explicit DI,No Crisis Data
Gabon,1994,No Explicit DI,No Crisis Data
Gabon,1995,No Explicit DI,No Crisis Data
Gabon,1996,No Explicit DI,No Crisis Data
Gabon,1997,No Explicit DI,No Crisis Data
Gabon,1998,No Explicit DI,No Crisis Data
Gabon,1999,No Explicit DI,No Crisis Data
Gabon,2000,No Explicit DI,No Crisis Data
Gabon,2001,No Explicit DI,No Crisis Data
Gabon,2002,No Explicit DI,No Crisis Data
Gabon,2003,No Explicit DI,No Crisis Data
Gabon,2004,No Explicit DI,No Crisis Data
Gabon,2005,No Explicit DI,No Crisis Data
Gabon,2006,No Explicit DI,No Crisis Data
Gabon,2007,No Explicit DI,No Crisis Data
Gambia,1970,No Explicit DI,No Crisis Data
Gambia,1971,No Explicit DI,No Crisis Data
Gambia,1972,No Explicit DI,No Crisis Data
Gambia,1973,No Explicit DI,No Crisis Data
Gambia,1974,No Explicit DI,No Crisis Data
Gambia,1975,No Explicit DI,No Crisis Data
Gambia,1976,No Explicit DI,No Crisis Data
Gambia,1977,No Explicit DI,No Crisis Data
Gambia,1978,No Explicit DI,No Crisis Data
Gambia,1979,No Explicit DI,No Crisis Data
Gambia,1980,No Explicit DI,No Crisis Data
Gambia,1981,No Explicit DI,No Crisis Data
Gambia,1982,No Explicit DI,No Crisis Data
Gambia,1983,No Explicit DI,No Crisis Data
Gambia,1984,No Explicit DI,No Crisis Data
Gambia,1985,No Explicit DI,No Crisis Data
Gambia,1986,No Explicit DI,No Crisis Data
Gambia,1987,No Explicit DI,No Crisis Data
Gambia,1988,No Explicit DI,No Crisis Data
Gambia,1989,No Explicit DI,No Crisis Data
Gambia,1990,No Explicit DI,No Crisis Data
Gambia,1991,No Explicit DI,No Crisis Data
Gambia,1992,No Explicit DI,No Crisis Data
Gambia,1993,No Explicit DI,No Crisis Data
Gambia,1994,No Explicit DI,No Crisis Data
Gambia,1995,No Explicit DI,No Crisis Data
Gambia,1996,No Explicit DI,No Crisis Data
Gambia,1997,No Explicit DI,No Crisis Data
Gambia,1998,No Explicit DI,No Crisis Data
Gambia,1999,No Explicit DI,No Crisis Data
Gambia,2000,No Explicit DI,No Crisis Data
Gambia,2001,No Explicit DI,No Crisis Data
Gambia,2002,No Explicit DI,No Crisis Data
Gambia,2003,No Explicit DI,No Crisis Data
Gambia,2004,No Explicit DI,No Crisis Data
Gambia,2005,No Explicit DI,No Crisis Data
Gambia,2006,No Explicit DI,No Crisis Data
Gambia,2007,No Explicit DI,No Crisis Data
Georgia,1991,No Explicit DI,No Crisis Data
Georgia,1992,No Explicit DI,No Crisis Data
Georgia,1993,No Explicit DI,No Crisis Data
Georgia,1994,No Explicit DI,No Crisis Data
Georgia,1995,No Explicit DI,No Crisis Data
Georgia,1996,No Explicit DI,No Crisis Data
Georgia,1997,No Explicit DI,No Crisis Data
Georgia,1998,No Explicit DI,No Crisis Data
Georgia,1999,No Explicit DI,No Crisis Data
Georgia,2000,No Explicit DI,No Crisis Data
Georgia,2001,No Explicit DI,No Crisis Data
Georgia,2002,No Explicit DI,No Crisis Data
Georgia,2003,No Explicit DI,No Crisis Data
Georgia,2004,No Explicit DI,No Crisis Data
Georgia,2005,No Explicit DI,No Crisis Data
Georgia,2006,No Explicit DI,No Crisis Data
Georgia,2007,No Explicit DI,No Crisis Data
Germany,1970,Central Bank,Data Available
Germany,1971,Central Bank,Data Available
Germany,1972,Central Bank,Data Available
Germany,1973,Central Bank,Data Available
Germany,1974,Central Bank,Data Available
Germany,1975,Central Bank,Data Available
Germany,1976,Central Bank,Data Available
Germany,1977,Central Bank,Data Available
Germany,1978,Central Bank,Data Available
Germany,1979,Central Bank,Data Available
Germany,1980,Central Bank,Data Available
Germany,1981,Central Bank,Data Available
Germany,1982,Central Bank,Data Available
Germany,1983,Central Bank,Data Available
Germany,1984,Central Bank,Data Available
Germany,1985,Central Bank,Data Available
Germany,1986,Central Bank,Data Available
Germany,1987,Central Bank,Data Available
Germany,1988,Central Bank,Data Available
Germany,1989,Central Bank,Data Available
Germany,1990,Central Bank,Data Available
Germany,1991,Central Bank,Data Available
Germany,1992,Central Bank,Data Available
Germany,1993,Central Bank,Data Available
Germany,1994,Central Bank,Data Available
Germany,1995,Central Bank,Data Available
Germany,1996,Central Bank,Data Available
Germany,1997,Central Bank,Data Available
Germany,1998,Central Bank,Data Available
Germany,1999,Central Bank,Data Available
Germany,2000,Ministry of Finance,Data Available
Germany,2001,Central Bank,Data Available
Germany,2002,Central Bank,Data Available
Germany,2003,Central Bank,Data Available
Germany,2004,Central Bank,Data Available
Germany,2005,Central Bank,Data Available
Germany,2006,Central Bank,Data Available
Germany,2007,Central Bank,Data Available
